lon,lat
16.61870,43.27840
18.07292,50.53652
21.07437,52.51130
11.37835,47.30618
18.34667,54.60742
22.64782,59.01010
16.76272,48.75187
21.58095,53.68712
7.09897,50.71537
18.50833,53.93583
18.50833,53.93583
